sex,agetext,address,studytime,freetime,failures,famsup,activities,higher,romantic,goout,alc text,absences text,G1 text,G2 text,G3 text,G1,G2,G3,age,absences,Dalc,Walc,ALC
M,17,R,2,5,1,yes,yes,yes,yes,5,little,few,Sufficient,Sufficient,Sufficient,10,11,11,17,4,1,3,2
F,18,R,3,3,0,no,no,yes,no,2,little,few,Sufficient,Sufficient,Sufficient,10,11,12,18,4,1,2,1.5
F,19-22,R,3,4,1,no,yes,yes,no,2,little,few,Sufficient,Sufficient,Sufficient,10,11,10,19,4,1,2,1.5
M,18,R,1,4,0,no,no,yes,no,1,lots,few,Sufficient,Sufficient,Sufficient,10,11,11,18,4,3,4,3.5
F,15,U,4,1,0,yes,no,yes,no,2,none,few,Sufficient,Sufficient,Sufficient,10,10,10,15,4,1,1,1
M,16,R,1,2,0,no,no,yes,no,2,little,few,Sufficient,Sufficient,Sufficient,12,10,11,16,4,1,2,1.5
M,16,U,2,4,0,yes,yes,yes,no,3,little,few,Sufficient,Sufficient,Sufficient,11,10,11,16,4,2,3,2.5
F,16,U,1,5,0,no,no,yes,yes,2,none,few,Poor,Sufficient,Sufficient,9,10,10,16,4,1,1,1
F,17,U,2,3,0,yes,no,yes,no,4,little,few,Sufficient,Sufficient,Sufficient,11,10,11,17,4,1,2,1.5
M,18,U,2,4,1,no,yes,no,no,5,lots,few,Sufficient,Sufficient,Sufficient,11,10,11,18,4,4,4,4
F,15,R,1,4,0,yes,no,yes,no,4,little,few,Sufficient,Sufficient,Sufficient,10,10,11,15,4,2,3,2.5
M,16,R,2,4,0,no,no,yes,no,5,little,few,Poor,Sufficient,Sufficient,9,10,11,16,4,1,2,1.5
F,16,R,2,4,0,yes,no,yes,no,5,none,few,Poor,Sufficient,Sufficient,9,10,11,16,4,1,1,1
M,16,R,1,4,0,no,no,yes,no,4,lots,few,Poor,Sufficient,Sufficient,9,10,11,16,4,2,4,3
M,15,U,1,5,0,no,no,yes,no,5,lots,few,Sufficient,Poor,Poor,10,9,9,15,4,3,4,3.5
M,15,R,2,4,0,no,yes,yes,yes,2,none,few,Sufficient,Poor,Sufficient,10,9,10,15,4,1,1,1
M,16,U,1,2,0,no,no,yes,no,1,none,few,Poor,Poor,Sufficient,9,9,11,16,4,1,1,1
F,16,U,1,3,0,yes,yes,yes,yes,2,none,few,Poor,Poor,Sufficient,9,9,10,16,4,1,1,1
M,16,U,1,4,1,yes,yes,yes,no,5,lots,few,Poor,Poor,Sufficient,9,9,10,16,4,2,4,3
M,17,U,2,3,0,no,yes,yes,no,4,little,few,Sufficient,Poor,Sufficient,11,9,10,17,4,1,4,2.5
F,16,U,4,2,0,no,yes,no,yes,1,none,few,Sufficient,Poor,Sufficient,10,9,11,16,4,1,1,1
M,17,U,2,4,0,no,no,yes,no,3,lots,few,Poor,Poor,Poor,8,9,9,17,4,2,4,3
F,17,U,1,5,0,yes,yes,no,no,3,none,few,Poor,Poor,Sufficient,9,9,10,17,4,1,1,1
M,19-22,U,1,4,3,no,yes,no,yes,3,little,few,Poor,Poor,Poor,8,9,9,19,4,1,3,2
M,17,U,2,5,1,yes,no,yes,no,4,little,few,Poor,Poor,Sufficient,8,9,10,17,4,2,3,2.5
M,19-22,R,1,4,1,yes,no,yes,no,4,lots,few,Poor,Poor,Sufficient,8,9,10,19,4,3,3,3
F,18,R,1,4,0,yes,yes,yes,yes,3,little,few,Poor,Poor,Sufficient,7,9,10,18,4,2,2,2
F,18,R,2,3,0,no,yes,yes,yes,3,none,few,Poor,Poor,Poor,8,8,8,18,4,1,1,1
M,18,U,1,2,2,no,no,no,no,5,lots,few,Poor,Poor,Poor,7,8,6,18,4,2,5,3.5
M,16,U,1,4,0,yes,yes,yes,no,3,little,few,Sufficient,Poor,Sufficient,10,8,10,16,4,2,3,2.5
F,16,U,2,3,0,yes,no,yes,yes,4,little,few,Poor,Poor,Poor,8,8,8,16,4,1,2,1.5
F,18,U,2,3,0,yes,no,yes,yes,1,none,few,Poor,Poor,Sufficient,8,8,10,18,4,1,1,1
F,17,R,1,5,0,no,yes,yes,no,5,little,few,Poor,Poor,Poor,7,8,9,17,4,1,3,2
F,19-22,R,2,3,1,yes,no,yes,yes,3,none,few,Poor,Poor,Poor,7,8,9,19,4,1,1,1
F,15,R,1,4,1,yes,no,yes,yes,3,little,few,Poor,Poor,Poor,6,7,8,15,4,1,2,1.5
M,17,R,2,4,2,yes,no,yes,yes,4,little,few,Poor,Poor,Poor,7,6,8,17,4,1,4,2.5
F,18,U,3,3,0,yes,no,yes,yes,4,little,many,Good,Very good,Very good,14,17,17,18,5,1,2,1.5
F,16,R,3,3,0,yes,no,yes,yes,4,none,many,Sufficient,Good,Sufficient,13,14,13,16,5,1,1,1
F,18,R,3,2,0,no,no,yes,yes,1,none,many,Good,Good,Good,14,14,15,18,5,1,1,1
M,18,R,1,5,0,yes,yes,yes,yes,5,none,many,Sufficient,Sufficient,Good,12,13,14,18,5,1,1,1
M,16,R,2,3,0,yes,no,yes,no,2,little,many,Sufficient,Sufficient,Sufficient,10,11,11,16,5,1,3,2
F,17,U,1,3,0,no,no,yes,yes,3,little,many,Poor,Sufficient,Sufficient,9,11,11,17,5,2,2,2
F,17,R,2,3,0,no,yes,yes,yes,3,little,many,Sufficient,Sufficient,Sufficient,11,11,12,17,5,1,2,1.5
F,19-22,U,1,2,1,yes,no,yes,yes,5,lots,many,Poor,Sufficient,Sufficient,9,10,11,19,5,4,4,4
F,19-22,U,1,3,1,no,no,yes,yes,1,none,many,Poor,Sufficient,Sufficient,8,10,10,20,5,1,1,1
F,17,U,1,4,0,no,yes,yes,no,4,lots,many,Poor,Poor,Sufficient,9,9,10,17,5,3,5,4
F,17,R,1,1,0,yes,no,yes,no,3,little,many,Poor,Poor,Poor,9,9,9,17,5,1,2,1.5
F,17,R,3,2,0,yes,no,no,no,3,little,many,Poor,Poor,Poor,8,7,8,17,5,2,2,2
F,16,U,1,4,0,yes,no,yes,no,4,little,many,Very good,Very good,Very good,17,17,17,16,6,1,2,1.5
M,18,R,2,2,0,yes,yes,yes,no,5,lots,many,Good,Very good,Very good,15,16,16,18,6,3,4,3.5
F,17,U,2,3,0,yes,no,yes,yes,3,none,many,Good,Very good,Very good,15,16,16,17,6,1,1,1
M,18,U,2,3,0,no,yes,yes,yes,3,little,many,Very good,Very good,Very good,16,16,17,18,6,1,3,2
F,16,R,3,2,0,no,yes,yes,yes,2,none,many,Very good,Very good,Very good,16,16,17,16,6,1,1,1
F,15,R,4,4,0,yes,no,yes,no,2,little,many,Good,Good,Good,15,15,15,15,6,2,3,2.5
M,16,U,2,4,0,yes,yes,yes,no,4,little,many,Very good,Good,Good,16,14,14,16,6,1,2,1.5
M,16,U,1,4,0,no,yes,yes,no,2,none,many,Good,Good,Good,14,14,15,16,6,1,1,1
F,15,U,1,3,0,no,yes,yes,no,2,none,many,Sufficient,Good,Good,13,14,14,15,6,1,1,1
M,18,U,1,4,0,no,no,yes,no,2,little,many,Good,Good,Good,15,14,15,18,6,1,2,1.5
F,15,U,2,3,0,no,no,yes,no,2,little,many,Sufficient,Sufficient,Sufficient,12,13,12,15,6,2,3,2.5
F,15,U,1,5,0,no,yes,yes,no,5,little,many,Good,Sufficient,Sufficient,14,13,13,15,6,1,3,2
M,15,U,4,5,0,yes,yes,yes,no,4,little,many,Good,Sufficient,Sufficient,14,13,13,15,6,1,2,1.5
M,17,U,2,3,0,yes,yes,yes,yes,4,little,many,Sufficient,Sufficient,Good,11,13,14,17,6,2,3,2.5
F,16,R,4,3,0,yes,yes,yes,no,5,none,many,Sufficient,Sufficient,Sufficient,13,13,13,16,6,1,1,1
F,18,R,4,4,0,no,yes,yes,no,4,none,many,Good,Sufficient,Good,14,13,14,18,6,1,1,1
F,17,U,1,1,1,yes,no,yes,yes,2,none,many,Sufficient,Sufficient,Sufficient,10,13,13,17,6,1,1,1
M,16,U,2,4,0,yes,yes,yes,no,2,little,many,Sufficient,Sufficient,Sufficient,12,12,13,16,6,1,2,1.5
M,16,U,1,1,0,no,yes,yes,no,3,little,many,Sufficient,Sufficient,Sufficient,12,12,12,16,6,1,3,2
F,16,U,2,3,0,yes,no,yes,no,5,little,many,Sufficient,Sufficient,Sufficient,13,12,13,16,6,1,4,2.5
F,15,U,1,3,0,yes,yes,yes,yes,3,little,many,Sufficient,Sufficient,Sufficient,11,12,13,15,6,1,2,1.5
F,15,U,2,3,0,yes,no,yes,no,2,none,many,Sufficient,Sufficient,Sufficient,13,12,13,15,6,1,1,1
F,16,U,2,3,0,no,no,yes,no,3,none,many,Sufficient,Sufficient,Sufficient,12,12,13,16,6,1,1,1
F,17,U,2,4,0,yes,no,yes,yes,4,little,many,Sufficient,Sufficient,Sufficient,12,12,12,17,6,2,3,2.5
M,18,U,1,2,0,no,yes,yes,no,4,little,many,Sufficient,Sufficient,Sufficient,11,12,12,18,6,1,4,2.5
F,18,U,2,3,0,yes,no,yes,yes,2,little,many,Sufficient,Sufficient,Sufficient,13,12,13,18,6,1,3,2
F,18,U,2,1,0,no,yes,yes,no,1,none,many,Sufficient,Sufficient,Poor,11,12,9,18,6,1,1,1
F,16,U,1,2,0,yes,no,yes,no,2,little,many,Sufficient,Sufficient,Sufficient,10,11,12,16,6,1,3,2
F,16,U,2,3,0,yes,no,yes,no,4,little,many,Sufficient,Sufficient,Sufficient,13,11,11,16,6,1,2,1.5
M,16,R,1,3,0,yes,yes,yes,no,3,none,many,Poor,Sufficient,Sufficient,9,11,11,16,6,1,1,1
M,15,U,4,2,0,yes,no,yes,no,2,none,many,Poor,Sufficient,Sufficient,9,11,11,15,6,1,1,1
F,15,U,2,3,0,no,no,yes,yes,4,lots,many,Sufficient,Sufficient,Sufficient,11,11,11,15,6,2,4,3
F,17,R,1,2,0,yes,no,yes,no,1,little,many,Sufficient,Sufficient,Sufficient,12,11,11,17,6,1,2,1.5
M,16,R,1,4,0,no,yes,yes,no,4,lots,many,Sufficient,Sufficient,Sufficient,11,11,11,16,6,3,4,3.5
M,16,U,2,4,0,no,yes,yes,no,2,none,many,Sufficient,Sufficient,Sufficient,12,10,11,16,6,1,1,1
M,16,U,1,4,1,no,yes,yes,yes,4,lots,many,Poor,Sufficient,Sufficient,9,10,10,16,6,3,5,4
F,18,R,1,2,3,yes,yes,yes,no,5,lots,many,Sufficient,Sufficient,Sufficient,11,10,11,18,6,1,5,3
F,15,R,1,1,1,yes,no,yes,yes,3,none,many,Sufficient,Sufficient,Sufficient,10,10,10,15,6,1,1,1
M,17,U,1,4,0,no,no,yes,no,5,lots,many,Sufficient,Sufficient,Sufficient,10,10,10,17,6,3,4,3.5
M,16,U,2,1,0,yes,no,yes,no,3,lots,many,Poor,Poor,Sufficient,9,9,10,16,6,3,5,4
M,19-22,U,1,5,0,yes,no,no,yes,4,none,many,Sufficient,Poor,Sufficient,11,9,11,19,6,1,1,1
M,17,R,2,1,0,no,no,yes,no,3,lots,many,Poor,Poor,Sufficient,9,9,10,17,6,1,5,3
F,18,R,3,3,2,yes,no,no,yes,2,none,many,Poor,Poor,Sufficient,7,9,10,18,6,1,1,1
F,19-22,U,3,3,1,no,yes,no,yes,1,none,many,Poor,Poor,Poor,7,9,9,19,6,1,1,1
M,18,U,2,3,0,yes,yes,yes,no,3,little,many,Sufficient,Poor,Sufficient,10,9,10,18,6,1,4,2.5
M,17,U,1,2,0,yes,yes,yes,no,1,little,many,Sufficient,Poor,Poor,10,8,9,17,6,1,2,1.5
F,16,U,2,3,0,yes,no,yes,no,2,little,many,Poor,Poor,Poor,6,8,8,16,6,1,3,2
M,16,R,1,4,0,yes,yes,yes,yes,3,lots,many,Poor,Poor,Poor,7,8,8,16,6,2,4,3
F,16,U,1,3,0,yes,no,no,no,4,little,many,Poor,Poor,Poor,7,7,8,16,6,1,2,1.5
M,16,U,1,3,0,no,no,yes,no,3,none,many,Good,Very good,Very good,15,16,16,16,7,1,1,1
M,16,U,1,4,0,no,yes,yes,no,5,none,many,Good,Good,Good,14,14,15,16,7,1,1,1
M,15,R,2,3,0,yes,yes,yes,no,4,little,many,Poor,Poor,Poor,7,9,8,15,7,1,2,1.5
M,15,U,2,2,0,yes,yes,yes,no,2,none,many,Good,Good,Very good,15,15,16,15,8,1,1,1
F,16,U,2,2,0,yes,no,yes,no,2,little,many,Good,Good,Very good,14,15,16,16,8,1,2,1.5
F,17,U,2,3,0,no,yes,yes,yes,2,none,many,Good,Good,Very good,14,15,16,17,8,1,1,1
M,17,U,2,5,0,no,yes,yes,yes,5,little,many,Good,Good,Good,15,15,15,17,8,1,4,2.5
F,17,U,3,2,0,yes,no,yes,yes,3,none,many,Sufficient,Good,Good,13,15,15,17,8,1,1,1
F,19-22,R,3,2,0,no,no,yes,yes,2,little,many,Sufficient,Good,Good,11,15,15,20,8,1,3,2
M,16,R,1,5,0,no,yes,yes,no,5,lots,many,Good,Good,Good,14,14,15,16,8,2,5,3.5
F,18,U,2,2,0,yes,no,yes,yes,5,little,many,Good,Good,Good,14,14,15,18,8,1,2,1.5
M,15,U,4,4,0,yes,yes,yes,no,5,little,many,Sufficient,Good,Good,13,14,14,15,8,2,3,2.5
F,15,R,1,3,0,yes,yes,yes,no,1,none,many,Good,Sufficient,Sufficient,14,13,12,15,8,1,1,1
F,17,U,3,4,0,no,no,yes,no,5,little,many,Sufficient,Sufficient,Good,11,13,14,17,8,1,3,2
M,15,U,1,2,0,yes,no,yes,no,2,little,many,Sufficient,Sufficient,Sufficient,11,12,12,15,8,1,2,1.5
F,19-22,R,2,2,0,yes,yes,no,yes,3,little,many,Sufficient,Sufficient,Sufficient,10,12,12,20,8,1,2,1.5
F,18,U,1,2,0,yes,no,yes,no,4,little,many,Sufficient,Sufficient,Good,12,12,15,18,8,1,4,2.5
F,18,U,2,1,0,yes,no,yes,no,4,none,many,Sufficient,Sufficient,Good,11,12,14,18,8,1,1,1
M,16,U,1,2,0,no,yes,yes,no,5,lots,many,Good,Sufficient,Sufficient,14,12,13,16,8,1,5,3
M,15,U,1,4,0,yes,no,yes,yes,3,lots,many,Sufficient,Sufficient,Sufficient,10,11,11,15,8,2,4,3
F,16,R,1,3,0,yes,yes,yes,yes,3,little,many,Sufficient,Sufficient,Sufficient,12,11,11,16,8,1,2,1.5
F,18,R,2,3,0,no,yes,yes,no,4,little,many,Sufficient,Sufficient,Sufficient,10,11,12,18,8,2,2,2
F,18,U,2,3,0,no,yes,yes,no,4,none,many,Sufficient,Sufficient,Sufficient,10,11,12,18,8,1,1,1
F,18,R,1,4,0,yes,no,yes,no,4,lots,many,Sufficient,Sufficient,Sufficient,10,11,10,18,8,3,4,3.5
M,18,U,1,1,0,yes,no,yes,no,4,lots,many,Sufficient,Sufficient,Sufficient,10,11,11,18,8,5,5,5
F,17,U,3,4,0,no,yes,yes,yes,3,none,many,Sufficient,Sufficient,Sufficient,10,11,12,17,8,1,1,1
M,15,R,4,3,0,yes,yes,yes,yes,5,lots,many,Sufficient,Sufficient,Sufficient,12,10,11,15,8,3,5,4
F,17,U,1,2,0,yes,no,yes,no,2,little,many,Sufficient,Sufficient,Sufficient,11,10,11,17,8,1,2,1.5
M,17,R,1,5,0,no,yes,no,yes,5,lots,many,Poor,Sufficient,Poor,8,10,9,17,8,5,5,5
M,17,U,1,1,0,yes,yes,yes,no,4,lots,many,Poor,Sufficient,Poor,7,10,9,17,8,5,5,5
F,16,U,2,2,0,yes,yes,yes,no,4,little,many,Poor,Sufficient,Sufficient,9,10,10,16,8,2,2,2
M,18,R,1,5,0,yes,no,yes,no,5,lots,many,Poor,Sufficient,Sufficient,9,10,11,18,8,5,5,5
M,16,R,1,3,0,yes,yes,yes,yes,3,lots,many,Sufficient,Poor,Sufficient,10,9,11,16,8,3,4,3.5
F,17,U,1,1,1,yes,no,no,no,2,none,many,Sufficient,Poor,Sufficient,11,9,10,17,8,1,1,1
M,18,R,2,3,0,yes,no,yes,yes,3,little,many,Sufficient,Poor,Sufficient,10,9,10,18,8,1,3,2
M,15,R,2,4,0,yes,yes,yes,yes,5,lots,many,Poor,Poor,Poor,7,9,9,15,8,2,4,3
F,19-22,U,2,3,1,no,yes,yes,yes,4,lots,many,Sufficient,Poor,Sufficient,11,9,10,20,8,2,4,3
M,17,U,2,4,1,yes,yes,yes,yes,4,lots,many,Poor,Poor,Poor,8,9,8,17,8,3,4,3.5
M,19-22,R,2,4,1,no,no,yes,no,4,lots,many,Sufficient,Poor,Sufficient,10,9,11,19,8,3,3,3
M,17,R,1,3,1,no,yes,no,yes,2,little,many,Poor,Poor,Poor,8,8,9,17,8,2,2,2
M,18,U,1,4,0,no,no,no,no,5,lots,many,Poor,Poor,Poor,7,8,7,18,8,2,4,3
M,17,U,1,4,0,no,no,no,no,4,little,many,Poor,Poor,Poor,8,8,9,17,8,2,3,2.5
F,18,U,2,3,0,no,no,yes,no,5,little,many,Poor,Poor,Sufficient,9,8,10,18,8,1,4,2.5
F,18,U,2,3,1,yes,no,yes,no,2,little,many,Poor,Poor,Poor,8,5,8,18,8,1,3,2
F,16,U,2,5,2,yes,yes,yes,yes,5,none,many,Poor,Poor,Poor,5,5,7,16,8,1,1,1
M,18,U,2,3,0,no,yes,yes,yes,5,little,many,Sufficient,Good,Good,13,14,15,18,9,1,4,2.5
M,19-22,U,2,4,0,yes,yes,yes,yes,4,none,many,Sufficient,Sufficient,Sufficient,11,10,10,19,9,1,1,1
M,18,U,2,3,3,yes,no,yes,no,3,lots,many,Sufficient,Poor,Sufficient,10,9,10,18,9,5,5,5
F,17,U,1,3,0,yes,yes,yes,no,2,little,many,Poor,Poor,Sufficient,7,9,10,17,9,1,2,1.5
F,18,U,2,4,1,yes,yes,yes,yes,4,little,many,Poor,Poor,Poor,9,8,8,18,9,2,3,2.5
M,18,U,2,4,2,yes,yes,no,no,5,little,many,Poor,Poor,Poor,4,8,8,18,9,1,3,2
F,18,R,2,3,1,yes,no,yes,yes,2,none,many,Poor,Poor,Poor,7,7,7,18,9,1,1,1
M,17,U,2,4,0,yes,no,yes,no,4,little,lots,Very good,Excellent,Excellent,16,18,18,17,10,1,2,1.5
M,15,U,1,5,0,no,no,yes,no,2,none,lots,Excellent,Very good,Excellent,18,17,18,15,10,1,1,1
F,18,U,2,1,0,yes,no,yes,no,4,little,lots,Good,Very good,Very good,14,17,17,18,10,1,3,2
F,18,U,4,5,0,yes,yes,yes,yes,5,little,lots,Very good,Very good,Very good,16,16,16,18,10,1,3,2
F,17,U,2,3,0,yes,yes,yes,yes,4,little,lots,Sufficient,Good,Good,12,15,15,17,10,2,2,2
F,16,U,3,2,0,yes,yes,yes,no,3,little,lots,Sufficient,Sufficient,Good,13,13,14,16,10,1,2,1.5
F,17,U,2,3,0,yes,no,yes,yes,3,little,lots,Sufficient,Sufficient,Good,12,13,14,17,10,1,3,2
F,18,U,2,3,0,no,yes,yes,yes,1,none,lots,Sufficient,Sufficient,Good,12,13,14,18,10,1,1,1
F,18,U,3,3,0,yes,yes,yes,yes,3,lots,lots,Sufficient,Sufficient,Sufficient,12,11,11,18,10,5,1,3
M,18,U,2,4,0,yes,yes,yes,no,4,lots,lots,Sufficient,Sufficient,Sufficient,12,11,11,18,10,2,4,3
F,17,U,3,2,0,yes,no,yes,yes,2,little,lots,Sufficient,Sufficient,Sufficient,11,11,11,17,10,2,3,2.5
M,19-22,U,1,3,0,no,no,yes,no,4,little,lots,Poor,Sufficient,Sufficient,7,11,11,19,10,1,4,2.5
F,15,U,4,3,0,no,no,yes,no,3,none,lots,Sufficient,Sufficient,Sufficient,10,10,10,15,10,1,1,1
M,18,U,2,2,0,yes,no,yes,no,4,lots,lots,Sufficient,Sufficient,Sufficient,10,10,10,18,10,2,4,3
F,17,U,3,3,0,yes,yes,yes,yes,2,little,lots,Sufficient,Sufficient,Sufficient,11,10,10,17,10,1,2,1.5
F,18,U,3,4,0,yes,no,yes,yes,4,none,lots,Sufficient,Sufficient,Sufficient,12,10,11,18,10,1,1,1
M,18,U,1,4,0,no,no,no,no,4,lots,lots,Sufficient,Sufficient,Sufficient,10,10,11,18,10,2,4,3
F,18,U,2,4,3,yes,yes,no,yes,5,little,lots,Sufficient,Poor,Poor,10,9,8,18,10,1,3,2
F,17,U,2,3,0,no,no,yes,yes,2,none,lots,Sufficient,Poor,Sufficient,10,9,10,17,10,1,1,1
F,17,R,2,5,0,yes,yes,yes,no,4,little,lots,Poor,Poor,Poor,8,9,9,17,10,2,3,2.5
M,17,U,1,5,3,yes,yes,no,no,2,none,lots,Poor,Poor,Poor,8,7,8,17,10,1,1,1
M,15,U,1,3,0,no,yes,yes,no,3,little,lots,Sufficient,Sufficient,Sufficient,12,13,12,15,11,1,2,1.5
M,18,U,2,4,0,yes,yes,no,no,4,little,lots,Poor,Sufficient,Sufficient,9,11,12,18,11,1,3,2
F,16,U,1,3,0,yes,no,no,yes,3,little,lots,Sufficient,Sufficient,Sufficient,10,11,11,16,11,1,3,2
M,15,R,2,5,0,yes,yes,yes,no,5,little,lots,Poor,Sufficient,Sufficient,9,11,10,15,11,1,3,2
M,15,U,1,3,0,yes,yes,yes,no,3,lots,lots,Sufficient,Sufficient,Sufficient,12,10,11,15,11,2,4,3
F,16,U,1,2,0,no,no,yes,no,1,little,lots,Good,Sufficient,Good,15,13,14,16,12,1,4,2.5
F,17,U,3,3,0,yes,yes,yes,yes,4,none,lots,Sufficient,Sufficient,Sufficient,12,12,12,17,12,1,1,1
F,17,U,2,4,0,yes,no,yes,no,5,little,lots,Sufficient,Sufficient,Good,12,12,14,17,12,1,2,1.5
F,16,U,1,3,1,no,no,yes,no,4,none,lots,Sufficient,Sufficient,Sufficient,13,11,11,16,12,1,1,1
M,19-22,R,1,4,1,yes,no,no,yes,3,lots,lots,Poor,Sufficient,Sufficient,8,11,10,20,12,2,4,3
F,16,U,2,1,1,no,yes,yes,no,2,none,lots,Poor,Sufficient,Sufficient,8,10,10,16,12,1,1,1
F,19-22,U,3,5,0,no,yes,no,yes,5,lots,lots,Sufficient,Sufficient,Sufficient,10,10,11,19,12,4,3,3.5
M,16,U,1,5,0,yes,yes,yes,no,5,lots,lots,Poor,Poor,Poor,9,9,8,16,12,5,5,5
F,18,R,2,3,0,yes,no,no,yes,5,little,lots,Poor,Poor,Sufficient,8,9,10,18,12,1,2,1.5
M,19-22,U,1,4,3,no,no,no,yes,5,lots,lots,Poor,Poor,Poor,7,8,5,22,12,5,5,5
F,19-22,U,2,1,1,yes,no,yes,yes,4,little,lots,Poor,Poor,Poor,7,8,9,19,12,4,1,2.5
M,17,U,1,3,1,yes,yes,no,yes,5,lots,lots,Poor,Poor,Poor,6,7,7,17,12,5,5,5
M,18,R,1,1,0,no,no,yes,no,3,lots,lots,Sufficient,Good,Good,13,14,14,18,13,4,5,4.5
F,17,U,2,2,0,yes,no,yes,yes,2,little,lots,Good,Good,Very good,15,14,17,17,14,1,2,1.5
F,16,U,2,3,1,no,yes,yes,no,3,little,lots,Sufficient,Sufficient,Sufficient,10,11,11,16,14,2,2,2
F,16,U,2,4,0,yes,no,yes,no,3,little,lots,Sufficient,Sufficient,Sufficient,12,11,11,16,14,1,2,1.5
M,17,R,2,2,1,yes,yes,yes,no,4,little,lots,Sufficient,Sufficient,Sufficient,12,11,11,17,14,1,4,2.5
F,17,U,3,4,1,yes,no,yes,yes,3,lots,lots,Poor,Poor,Poor,8,9,8,17,14,3,4,3.5
F,17,R,1,5,1,yes,no,yes,no,4,none,lots,Poor,Poor,Poor,9,9,8,17,14,1,1,1
M,17,R,1,2,3,no,no,yes,no,2,lots,lots,Poor,Poor,Sufficient,9,8,10,17,14,3,3,3
F,18,U,1,1,1,no,no,no,no,1,none,lots,Poor,Poor,Poor,8,7,7,18,14,1,1,1
M,17,U,2,3,0,yes,no,yes,yes,5,lots,lots,Sufficient,Sufficient,Sufficient,13,12,12,17,15,4,5,4.5
F,18,R,2,1,0,no,no,no,yes,1,none,lots,Sufficient,Poor,Sufficient,12,9,10,18,15,1,1,1
F,19-22,U,2,3,0,yes,yes,yes,no,5,lots,lots,Sufficient,Sufficient,Sufficient,11,12,12,19,16,3,3,3
F,16,U,2,3,0,yes,yes,yes,yes,3,little,lots,Sufficient,Sufficient,Sufficient,11,11,10,16,16,1,2,1.5
M,17,U,2,4,0,no,yes,yes,no,4,lots,lots,Sufficient,Sufficient,Sufficient,10,11,12,17,16,4,5,4.5
M,16,R,1,3,0,yes,yes,yes,no,4,lots,lots,Sufficient,Sufficient,Sufficient,10,11,12,16,16,3,5,4
F,19-22,U,1,2,1,no,no,no,no,3,lots,lots,Sufficient,Sufficient,Sufficient,10,11,11,19,16,3,4,3.5
F,15,U,2,3,0,yes,no,yes,no,5,none,lots,Sufficient,Sufficient,Sufficient,11,10,10,15,16,1,1,1
M,16,U,1,3,0,yes,no,no,yes,2,little,lots,Poor,Poor,Poor,9,9,8,16,16,2,1,1.5
F,17,U,2,4,0,no,no,yes,yes,5,lots,lots,Sufficient,Poor,Sufficient,11,9,10,17,16,2,4,3
F,18,U,2,3,1,yes,no,yes,yes,1,none,lots,Poor,Poor,Sufficient,9,8,10,18,16,1,1,1
M,18,U,2,5,0,no,no,no,no,4,lots,lots,Poor,Poor,Poor,8,7,8,18,16,3,5,4
M,17,U,1,4,0,no,no,yes,no,4,lots,lots,Sufficient,Sufficient,Sufficient,13,13,13,17,18,3,4,3.5
F,17,U,2,3,0,yes,no,yes,yes,1,little,lots,Sufficient,Sufficient,Good,10,12,14,17,18,1,2,1.5
F,18,U,2,3,1,yes,no,yes,no,3,none,lots,Sufficient,Sufficient,Sufficient,10,10,10,18,18,1,1,1
F,17,R,1,3,0,yes,no,yes,no,2,little,lots,Sufficient,Sufficient,Sufficient,13,13,13,17,21,1,2,1.5
M,19-22,R,2,3,2,yes,yes,no,yes,3,lots,lots,Poor,Sufficient,Sufficient,9,10,10,21,21,5,2,3.5
M,17,U,1,5,0,no,yes,yes,yes,4,lots,lots,Sufficient,Sufficient,Sufficient,11,11,10,17,22,2,4,3
M,17,U,1,4,0,yes,no,yes,no,5,little,lots,Poor,Poor,Poor,9,7,6,17,22,1,2,1.5
F,15,U,2,3,0,no,no,yes,yes,2,little,lots,Poor,Poor,Poor,9,8,9,15,24,2,3,2.5
M,18,U,1,4,1,yes,yes,no,yes,3,little,lots,Poor,Poor,Poor,7,8,8,18,26,2,2,2
F,17,U,1,2,1,yes,no,yes,no,4,little,lots,Good,Good,Very good,14,15,16,17,30,2,3,2.5
F,17,U,2,3,0,yes,yes,yes,yes,3,little,lots,Good,Sufficient,Good,14,13,14,17,32,2,3,2.5
